Course,Term_Offered,Campus
JURD7214,Term 2 2019,"Main Campus, Kensington"
JURD7220,Term 2 2019,"Main Campus, Kensington"
JURD7222,Term 2 2019,"Main Campus, Kensington"
JURD7223,Term 2 2019,"Main Campus, Kensington"
JURD7224,Term 2 2019,"Main Campus, Kensington"
JURD7251,Term 2 2019,"Main Campus, Kensington"
JURD7270,Term 2 2019,"Main Campus, Kensington"
JURD7271,Term 2 2019,"Main Campus, Kensington"
JURD7273,Term 2 2019,"Main Campus, Kensington"
JURD7274,Term 2 2019,"Main Campus, Kensington"
JURD7283,Term 2 2019,"Main Campus, Kensington"
JURD7284,Term 2 2019,"Main Campus, Kensington"
JURD7323,Term 2 2019,"Main Campus, Kensington"
JURD7325,Term 2 2019,"Main Campus, Kensington"
JURD7335,Term 2 2019,"Main Campus, Kensington"
JURD7337,Term 2 2019,"Main Campus, Kensington"
JURD7346,Term 2 2019,"Main Campus, Kensington"
JURD7360,Term 2 2019,"Main Campus, Kensington"
JURD7370,Term 2 2019,"Main Campus, Kensington"
JURD7383,Term 2 2019,"Main Campus, Kensington"
JURD7386,Term 2 2019,"Main Campus, Kensington"
JURD7387,Term 2 2019,"Main Campus, Kensington"
JURD7409,Term 2 2019,"Main Campus, Kensington"
JURD7421,Term 2 2019,"Main Campus, Kensington"
JURD7423,Term 2 2019,"Main Campus, Kensington"
JURD7431,Term 2 2019,"Main Campus, Kensington"
JURD7434,Term 2 2019,"Main Campus, Kensington"
JURD7438,Term 2 2019,"Main Campus, Kensington"
JURD7440,Term 2 2019,"Main Campus, Kensington"
JURD7441,Term 2 2019,"Main Campus, Kensington"
JURD7446,Term 2 2019,"Main Campus, Kensington"
JURD7448,Term 2 2019,"Main Campus, Kensington"
JURD7455,Term 2 2019,"Main Campus, Kensington"
JURD7464,Term 2 2019,"Main Campus, Kensington"
JURD7466,Term 2 2019,"Main Campus, Kensington"
JURD7480,Term 2 2019,"Main Campus, Kensington"
JURD7481,Term 2 2019,"Main Campus, Kensington"
JURD7484,Term 2 2019,"Main Campus, Kensington"
JURD7487,Term 2 2019,"Main Campus, Kensington"
JURD7505,Term 2 2019,"Main Campus, Kensington"
JURD7521,Term 2 2019,"Main Campus, Kensington"
JURD7527,Term 2 2019,"Main Campus, Kensington"
JURD7554,Term 2 2019,"Main Campus, Kensington"
JURD7555,Term 2 2019,"Main Campus, Kensington"
JURD7564,Term 2 2019,"Main Campus, Kensington"
JURD7565,Term 2 2019,"Main Campus, Kensington"
JURD7574,Term 2 2019,"Main Campus, Kensington"
JURD7583,Term 2 2019,"Main Campus, Kensington"
JURD7585,Term 2 2019,"Main Campus, Kensington"
JURD7619,Term 2 2019,"Main Campus, Kensington"
JURD7623,Term 2 2019,"Main Campus, Kensington"
JURD7632,Term 2 2019,"Main Campus, Kensington"
JURD7645,Term 2 2019,"Main Campus, Kensington"
JURD7648,Term 2 2019,"Main Campus, Kensington"
JURD7683,Term 2 2019,"Main Campus, Kensington"
JURD7695,Term 2 2019,"Main Campus, Kensington"
JURD7775,Term 2 2019,"Main Campus, Kensington"
JURD7782,Term 2 2019,"Main Campus, Kensington"
JURD7784,Term 2 2019,"Main Campus, Kensington"
JURD7795,Term 2 2019,"Main Campus, Kensington"
JURD7819,Term 2 2019,"Main Campus, Kensington"
JURD7823,Term 2 2019,"Main Campus, Kensington"
JURD7823,Term 2 2019,"Main Campus, Kensington"
JURD7983,Term 2 2019,"Main Campus, Kensington"
JURD7122,Term 3 2019,"Main Campus, Kensington"
JURD7130,Term 3 2019,"Main Campus, Kensington"
JURD7141,Term 3 2019,"Main Campus, Kensington"
JURD7150,Term 3 2019,"Main Campus, Kensington"
JURD7152,Term 3 2019,"Main Campus, Kensington"
JURD7160,Term 3 2019,"Main Campus, Kensington"
JURD7175,Term 3 2019,"Main Campus, Kensington"
JURD7220,Term 3 2019,"Main Campus, Kensington"
JURD7222,Term 3 2019,"Main Campus, Kensington"
JURD7223,Term 3 2019,"Main Campus, Kensington"
JURD7236,Term 3 2019,"Main Campus, Kensington"
JURD7250,Term 3 2019,"Main Campus, Kensington"
JURD7273,Term 3 2019,"Main Campus, Kensington"
JURD7274,Term 3 2019,"Main Campus, Kensington"
JURD7284,Term 3 2019,"Main Campus, Kensington"
JURD7285,Term 3 2019,"Main Campus, Kensington"
JURD7303,Term 3 2019,"Main Campus, Kensington"
JURD7304,Term 3 2019,"Main Campus, Kensington"
JURD7305,Term 3 2019,"Main Campus, Kensington"
JURD7318,Term 3 2019,"Main Campus, Kensington"
JURD7321,Term 3 2019,"Main Campus, Kensington"
JURD7328,Term 3 2019,"Main Campus, Kensington"
JURD7333,Term 3 2019,"Main Campus, Kensington"
JURD7336,Term 3 2019,"Main Campus, Kensington"
JURD7360,Term 3 2019,"Main Campus, Kensington"
JURD7361,Term 3 2019,"Main Campus, Kensington"
JURD7376,Term 3 2019,"Main Campus, Kensington"
JURD7381,Term 3 2019,"Main Campus, Kensington"
JURD7382,Term 3 2019,"Main Campus, Kensington"
JURD7383,Term 3 2019,"Main Campus, Kensington"
JURD7386,Term 3 2019,"Main Campus, Kensington"
JURD7392,Term 3 2019,"Main Campus, Kensington"
JURD7404,Term 3 2019,"Main Campus, Kensington"
JURD7409,Term 3 2019,"Main Campus, Kensington"
JURD7413,Term 3 2019,"Main Campus, Kensington"
JURD7414,Term 3 2019,"Main Campus, Kensington"
JURD7423,Term 3 2019,"Main Campus, Kensington"
JURD7431,Term 3 2019,"Main Campus, Kensington"
JURD7434,Term 3 2019,"Main Campus, Kensington"
JURD7435,Term 3 2019,"Main Campus, Kensington"
JURD7441,Term 3 2019,"Main Campus, Kensington"
JURD7444,Term 3 2019,"Main Campus, Kensington"
JURD7448,Term 3 2019,"Main Campus, Kensington"
JURD7450,Term 3 2019,"Main Campus, Kensington"
JURD7451,Term 3 2019,"Main Campus, Kensington"
JURD7468,Term 3 2019,"Main Campus, Kensington"
JURD7472,Term 3 2019,"Main Campus, Kensington"
JURD7476,Term 3 2019,"Main Campus, Kensington"
JURD7482,Term 3 2019,"Main Campus, Kensington"
JURD7485,Term 3 2019,"Main Campus, Kensington"
JURD7492,Term 3 2019,"Main Campus, Kensington"
JURD7514,Term 3 2019,"Main Campus, Kensington"
JURD7521,Term 3 2019,"Main Campus, Kensington"
JURD7526,Term 3 2019,"Main Campus, Kensington"
JURD7540,Term 3 2019,"Main Campus, Kensington"
JURD7555,Term 3 2019,"Main Campus, Kensington"
JURD7564,Term 3 2019,"Main Campus, Kensington"
JURD7565,Term 3 2019,"Main Campus, Kensington"
JURD7567,Term 3 2019,"Main Campus, Kensington"
JURD7574,Term 3 2019,"Main Campus, Kensington"
JURD7586,Term 3 2019,"Main Campus, Kensington"
JURD7589,Term 3 2019,"Main Campus, Kensington"
JURD7593,Term 3 2019,"Main Campus, Kensington"
JURD7596,Term 3 2019,"Main Campus, Kensington"
JURD7603,Term 3 2019,"Main Campus, Kensington"
JURD7616,Term 3 2019,"Main Campus, Kensington"
JURD7632,Term 3 2019,"Main Campus, Kensington"
JURD7633,Term 3 2019,"Main Campus, Kensington"
JURD7665,Term 3 2019,"Main Campus, Kensington"
JURD7685,Term 3 2019,"Main Campus, Kensington"
JURD7701,Term 3 2019,"Main Campus, Kensington"
JURD7716,Term 3 2019,"Main Campus, Kensington"
JURD7758,Term 3 2019,"Main Campus, Kensington"
JURD7766,Term 3 2019,"Main Campus, Kensington"
JURD7775,Term 3 2019,"Main Campus, Kensington"
JURD7784,Term 3 2019,"Main Campus, Kensington"
JURD7787,Term 3 2019,"Main Campus, Kensington"
JURD7791,Term 3 2019,"Main Campus, Kensington"
JURD7813,Term 3 2019,"Main Campus, Kensington"
JURD7817,Term 3 2019,"Main Campus, Kensington"
JURD7819,Term 3 2019,"Main Campus, Kensington"
JURD7823,Term 3 2019,"Main Campus, Kensington"
JURD7823,Term 3 2019,"Main Campus, Kensington"
JURD7829,Term 3 2019,"Main Campus, Kensington"
JURD7891,Term 3 2019,"Main Campus, Kensington"
JURD7923,Term 3 2019,"Main Campus, Kensington"
JURD7942,Term 3 2019,"Main Campus, Kensington"
LAND1141,Term 1 2019,"Main Campus, Kensington"
LAND1351,Term 1 2019,"Main Campus, Kensington"
LAND1421,Term 1 2019,"Main Campus, Kensington"
LAND2121,Term 1 2019,"Main Campus, Kensington"
LAND2151,Term 1 2019,"Main Campus, Kensington"
LAND2201,Term 1 2019,"Main Campus, Kensington"
LAND2251,Term 1 2019,"Main Campus, Kensington"
LAND2271,Term 1 2019,"Main Campus, Kensington"
LAND2311,Term 1 2019,"Main Campus, Kensington"
LAND2411,Term 1 2019,"Main Campus, Kensington"
LAND2421,Term 1 2019,"Main Campus, Kensington"
LAND7101,Term 1 2019,"Main Campus, Kensington"
LAND7151,Term 1 2019,"Main Campus, Kensington"
LAND7201,Term 1 2019,"Main Campus, Kensington"
LAND7211,Term 1 2019,"Main Campus, Kensington"
LAND7221,Term 1 2019,"Main Campus, Kensington"
LAND7301,Term 1 2019,"Main Campus, Kensington"
LAND7311,Term 1 2019,"Main Campus, Kensington"
LAND7321,Term 1 2019,"Main Campus, Kensington"
LAND1322,Term 2 2019,"Main Campus, Kensington"
LAND1422,Term 2 2019,"Main Campus, Kensington"
LAND1482,Term 2 2019,"Main Campus, Kensington"
LAND2101,Term 2 2019,"Main Campus, Kensington"
LAND2122,Term 2 2019,"Main Campus, Kensington"
LAND2142,Term 2 2019,"Main Campus, Kensington"
LAND2202,Term 2 2019,"Main Campus, Kensington"
LAND2272,Term 2 2019,"Main Campus, Kensington"
LAND2312,Term 2 2019,"Main Campus, Kensington"
LAND2412,Term 2 2019,"Main Campus, Kensington"
LAND7102,Term 2 2019,"Main Campus, Kensington"
LAND7202,Term 2 2019,"Main Campus, Kensington"
LAND7272,Term 2 2019,"Main Campus, Kensington"
LAND7302,Term 2 2019,"Main Campus, Kensington"
LAND2102,Term 3 2019,"Main Campus, Kensington"
LAND2152,Term 3 2019,"Main Campus, Kensington"
LAND7121,Term 3 2019,"Main Campus, Kensington"
LAND7152,Term 3 2019,"Main Campus, Kensington"
LAND7302,Term 3 2019,"Main Campus, Kensington"
LAWS3021,Summer Term 2019,"Main Campus, Kensington"
LAWS3025,Summer Term 2019,"Main Campus, Kensington"
LAWS3028,Summer Term 2019,"Main Campus, Kensington"
LAWS3047,Summer Term 2019,"Main Campus, Kensington"
LAWS3064,Summer Term 2019,"Main Campus, Kensington"
LAWS3065,Summer Term 2019,"Main Campus, Kensington"
LAWS3074,Summer Term 2019,"Main Campus, Kensington"
LAWS3075,Summer Term 2019,"Main Campus, Kensington"
LAWS3084,Summer Term 2019,"Main Campus, Kensington"
LAWS3086,Summer Term 2019,"Main Campus, Kensington"
LAWS3144,Summer Term 2019,"Main Campus, Kensington"
LAWS3149,Summer Term 2019,"Main Campus, Kensington"
LAWS3181,Summer Term 2019,"Main Campus, Kensington"
LAWS3183,Summer Term 2019,"Main Campus, Kensington"
LAWS3222,Summer Term 2019,"Main Campus, Kensington"
LAWS3308,Summer Term 2019,"Main Campus, Kensington"
LAWS3341,Summer Term 2019,"Main Campus, Kensington"
LAWS3346,Summer Term 2019,"Main Campus, Kensington"
LAWS3368,Summer Term 2019,"Main Campus, Kensington"
LAWS3383,Summer Term 2019,"Main Campus, Kensington"
LAWS3395,Summer Term 2019,"Main Campus, Kensington"
LAWS3413,Summer Term 2019,"Main Campus, Kensington"
LAWS3421,Summer Term 2019,"Main Campus, Kensington"
LAWS3423,Summer Term 2019,"Main Campus, Kensington"
LAWS3425,Summer Term 2019,"Main Campus, Kensington"
LAWS3431,Summer Term 2019,"Main Campus, Kensington"
LAWS3434,Summer Term 2019,"Main Campus, Kensington"
LAWS3441,Summer Term 2019,"Main Campus, Kensington"
LAWS3445,Summer Term 2019,"Main Campus, Kensington"
LAWS3510,Summer Term 2019,"Main Campus, Kensington"
LAWS3512,Summer Term 2019,"Main Campus, Kensington"
LAWS3541,Summer Term 2019,"Main Campus, Kensington"
LAWS8052,Summer Term 2019,"Main Campus, Kensington"
LAWS8168,Summer Term 2019,"Main Campus, Kensington"
LAWS8173,Summer Term 2019,"Main Campus, Kensington"
LAWS8212,Summer Term 2019,"Main Campus, Kensington"
LAWS8241,Summer Term 2019,"Main Campus, Kensington"
LAWS8346,Summer Term 2019,"Main Campus, Kensington"
LAWS8422,Summer Term 2019,"Main Campus, Kensington"
LAWS8423,Summer Term 2019,"Main Campus, Kensington"
LAWS8425,Summer Term 2019,"Main Campus, Kensington"
LAWS8845,Summer Term 2019,"Main Campus, Kensington"
LAWS0001,Term 1 2019,"Main Campus, Kensington"
LAWS0002,Term 1 2019,"Main Campus, Kensington"
LAWS0007,Term 1 2019,"Main Campus, Kensington"
LAWS0008,Term 1 2019,"Main Campus, Kensington"
LAWS0009,Term 1 2019,"Main Campus, Kensington"
LAWS1021,Term 1 2019,"Main Campus, Kensington"
LAWS1052,Term 1 2019,"Main Campus, Kensington"
LAWS1061,Term 1 2019,"Main Campus, Kensington"
LAWS1075,Term 1 2019,"Main Campus, Kensington"
LAWS1091,Term 1 2019,"Main Campus, Kensington"
LAWS1121,Term 1 2019,"Main Campus, Kensington"
LAWS1150,Term 1 2019,"Main Campus, Kensington"
LAWS1160,Term 1 2019,"Main Campus, Kensington"
LAWS1213,Term 1 2019,"Main Campus, Kensington"
LAWS1230,Term 1 2019,"Main Campus, Kensington"
LAWS2150,Term 1 2019,"Main Campus, Kensington"
LAWS2270,Term 1 2019,"Main Campus, Kensington"
LAWS2276,Term 1 2019,"Main Campus, Kensington"
LAWS2278,Term 1 2019,"Main Campus, Kensington"
LAWS2320,Term 1 2019,"Main Campus, Kensington"
LAWS2326,Term 1 2019,"Main Campus, Kensington"
LAWS2351,Term 1 2019,"Main Campus, Kensington"
LAWS2371,Term 1 2019,"Main Campus, Kensington"
LAWS2383,Term 1 2019,"Main Campus, Kensington"
LAWS2385,Term 1 2019,"Main Campus, Kensington"
LAWS2520,Term 1 2019,"Main Campus, Kensington"
LAWS2820,Term 1 2019,"Main Campus, Kensington"
LAWS3014,Term 1 2019,"Main Campus, Kensington"
LAWS3018,Term 1 2019,"Main Campus, Kensington"
LAWS3021,Term 1 2019,"Main Campus, Kensington"
LAWS3046,Term 1 2019,"Main Campus, Kensington"
LAWS3057,Term 1 2019,"Main Campus, Kensington"
LAWS3064,Term 1 2019,"Main Campus, Kensington"
LAWS3065,Term 1 2019,"Main Campus, Kensington"
LAWS3072,Term 1 2019,"Main Campus, Kensington"
LAWS3073,Term 1 2019,"Main Campus, Kensington"
LAWS3074,Term 1 2019,"Main Campus, Kensington"
LAWS3075,Term 1 2019,"Main Campus, Kensington"
LAWS3079,Term 1 2019,"Main Campus, Kensington"
LAWS3086,Term 1 2019,"Main Campus, Kensington"
LAWS3131,Term 1 2019,"Main Campus, Kensington"
LAWS3133,Term 1 2019,"Main Campus, Kensington"
LAWS3182,Term 1 2019,"Main Campus, Kensington"
LAWS3183,Term 1 2019,"Main Campus, Kensington"
LAWS3186,Term 1 2019,"Main Campus, Kensington"
LAWS3240,Term 1 2019,"Main Campus, Kensington"
LAWS3272,Term 1 2019,"Main Campus, Kensington"
LAWS3292,Term 1 2019,"Main Campus, Kensington"
LAWS3302,Term 1 2019,"Main Campus, Kensington"
LAWS3303,Term 1 2019,"Main Campus, Kensington"
LAWS3304,Term 1 2019,"Main Campus, Kensington"
LAWS3305,Term 1 2019,"Main Campus, Kensington"
LAWS3314,Term 1 2019,"Main Campus, Kensington"
LAWS3319,Term 1 2019,"Main Campus, Kensington"
LAWS3321,Term 1 2019,"Main Campus, Kensington"
LAWS3326,Term 1 2019,"Main Campus, Kensington"
LAWS3331,Term 1 2019,"Main Campus, Kensington"
LAWS3332,Term 1 2019,"Main Campus, Kensington"
LAWS3350,Term 1 2019,"Main Campus, Kensington"
LAWS3361,Term 1 2019,"Main Campus, Kensington"
LAWS3362,Term 1 2019,"Main Campus, Kensington"
LAWS3391,Term 1 2019,"Main Campus, Kensington"
LAWS3401,Term 1 2019,"Main Campus, Kensington"
LAWS3421,Term 1 2019,"Main Campus, Kensington"
LAWS3423,Term 1 2019,"Main Campus, Kensington"
LAWS3423,Term 1 2019,"Main Campus, Kensington"
LAWS3425,Term 1 2019,"Main Campus, Kensington"
LAWS3434,Term 1 2019,"Main Campus, Kensington"
LAWS3441,Term 1 2019,"Main Campus, Kensington"
LAWS3510,Term 1 2019,"Main Campus, Kensington"
LAWS3555,Term 1 2019,"Main Campus, Kensington"
LAWS3751,Term 1 2019,"Main Campus, Kensington"
LAWS3901,Term 1 2019,"Main Campus, Kensington"
LAWS8017,Term 1 2019,"Main Campus, Kensington"
LAWS8020,Term 1 2019,"Main Campus, Kensington"
LAWS8037,Term 1 2019,"Main Campus, Kensington"
LAWS8052,Term 1 2019,"Main Campus, Kensington"
LAWS8068,Term 1 2019,"Main Campus, Kensington"
LAWS8070,Term 1 2019,"Main Campus, Kensington"
LAWS8071,Term 1 2019,"Main Campus, Kensington"
LAWS8075,Term 1 2019,"Main Campus, Kensington"
LAWS8077,Term 1 2019,"Main Campus, Kensington"
LAWS8078,Term 1 2019,"Main Campus, Kensington"
LAWS8079,Term 1 2019,"Main Campus, Kensington"
LAWS8092,Term 1 2019,"Main Campus, Kensington"
LAWS8173,Term 1 2019,"Main Campus, Kensington"
LAWS8174,Term 1 2019,"Main Campus, Kensington"
LAWS8181,Term 1 2019,"Main Campus, Kensington"
LAWS8182,Term 1 2019,"Main Campus, Kensington"
LAWS8190,Term 1 2019,"Main Campus, Kensington"
LAWS8213,Term 1 2019,"Main Campus, Kensington"
LAWS8214,Term 1 2019,"Main Campus, Kensington"
LAWS8220,Term 1 2019,"Main Campus, Kensington"
LAWS8328,Term 1 2019,"Main Campus, Kensington"
LAWS8365,Term 1 2019,"Main Campus, Kensington"
LAWS8422,Term 1 2019,"Main Campus, Kensington"
LAWS8423,Term 1 2019,"Main Campus, Kensington"
LAWS8423,Term 1 2019,"Main Campus, Kensington"
LAWS8425,Term 1 2019,"Main Campus, Kensington"
LAWS8989,Term 1 2019,"Main Campus, Kensington"
LAWS0001,Term 2 2019,"Main Campus, Kensington"
LAWS0002,Term 2 2019,"Main Campus, Kensington"
LAWS0007,Term 2 2019,"Main Campus, Kensington"
LAWS0008,Term 2 2019,"Main Campus, Kensington"
LAWS0009,Term 2 2019,"Main Campus, Kensington"
LAWS1021,Term 2 2019,"Main Campus, Kensington"
LAWS1022,Term 2 2019,"Main Campus, Kensington"
LAWS1061,Term 2 2019,"Main Campus, Kensington"
LAWS1091,Term 2 2019,"Main Campus, Kensington"
LAWS1122,Term 2 2019,"Main Campus, Kensington"
LAWS1124,Term 2 2019,"Main Campus, Kensington"
LAWS1141,Term 2 2019,"Main Campus, Kensington"
LAWS1214,Term 2 2019,"Main Campus, Kensington"
LAWS1230,Term 2 2019,"Main Campus, Kensington"
LAWS2270,Term 2 2019,"Main Campus, Kensington"
LAWS2276,Term 2 2019,"Main Campus, Kensington"
LAWS2278,Term 2 2019,"Main Campus, Kensington"
LAWS2320,Term 2 2019,"Main Campus, Kensington"
LAWS2351,Term 2 2019,"Main Campus, Kensington"
LAWS2371,Term 2 2019,"Main Campus, Kensington"
LAWS2383,Term 2 2019,"Main Campus, Kensington"
LAWS2384,Term 2 2019,"Main Campus, Kensington"
LAWS2520,Term 2 2019,"Main Campus, Kensington"
LAWS2820,Term 2 2019,"Main Campus, Kensington"
LAWS3023,Term 2 2019,"Main Campus, Kensington"
LAWS3025,Term 2 2019,"Main Campus, Kensington"
LAWS3046,Term 2 2019,"Main Campus, Kensington"
LAWS3060,Term 2 2019,"Main Campus, Kensington"
LAWS3064,Term 2 2019,"Main Campus, Kensington"
LAWS3065,Term 2 2019,"Main Campus, Kensington"
LAWS3070,Term 2 2019,"Main Campus, Kensington"
LAWS3074,Term 2 2019,"Main Campus, Kensington"
LAWS3075,Term 2 2019,"Main Campus, Kensington"
LAWS3084,Term 2 2019,"Main Campus, Kensington"
LAWS3123,Term 2 2019,"Main Campus, Kensington"
LAWS3137,Term 2 2019,"Main Campus, Kensington"
LAWS3146,Term 2 2019,"Main Campus, Kensington"
LAWS3155,Term 2 2019,"Main Campus, Kensington"
LAWS3170,Term 2 2019,"Main Campus, Kensington"
LAWS3183,Term 2 2019,"Main Campus, Kensington"
LAWS3186,Term 2 2019,"Main Campus, Kensington"
LAWS3187,Term 2 2019,"Main Campus, Kensington"
LAWS3221,Term 2 2019,"Main Campus, Kensington"
LAWS3248,Term 2 2019,"Main Campus, Kensington"
LAWS3309,Term 2 2019,"Main Campus, Kensington"
LAWS3314,Term 2 2019,"Main Campus, Kensington"
LAWS3319,Term 2 2019,"Main Campus, Kensington"
LAWS3321,Term 2 2019,"Main Campus, Kensington"
LAWS3331,Term 2 2019,"Main Campus, Kensington"
LAWS3332,Term 2 2019,"Main Campus, Kensington"
LAWS3335,Term 2 2019,"Main Campus, Kensington"
LAWS3345,Term 2 2019,"Main Campus, Kensington"
LAWS3348,Term 2 2019,"Main Campus, Kensington"
LAWS3352,Term 2 2019,"Main Campus, Kensington"
LAWS3354,Term 2 2019,"Main Campus, Kensington"
LAWS3381,Term 2 2019,"Main Campus, Kensington"
LAWS3383,Term 2 2019,"Main Campus, Kensington"
LAWS3384,Term 2 2019,"Main Campus, Kensington"
LAWS3421,Term 2 2019,"Main Campus, Kensington"
LAWS3423,Term 2 2019,"Main Campus, Kensington"
LAWS3423,Term 2 2019,"Main Campus, Kensington"
LAWS3425,Term 2 2019,"Main Campus, Kensington"
LAWS3427,Term 2 2019,"Main Campus, Kensington"
LAWS3434,Term 2 2019,"Main Campus, Kensington"
LAWS3441,Term 2 2019,"Main Campus, Kensington"
LAWS3532,Term 2 2019,"Main Campus, Kensington"
LAWS3555,Term 2 2019,"Main Campus, Kensington"
LAWS8023,Term 2 2019,"Main Campus, Kensington"
LAWS8038,Term 2 2019,"Main Campus, Kensington"
LAWS8040,Term 2 2019,"Main Campus, Kensington"
LAWS8052,Term 2 2019,"Main Campus, Kensington"
LAWS8066,Term 2 2019,"Main Campus, Kensington"
LAWS8082,Term 2 2019,"Main Campus, Kensington"
LAWS8083,Term 2 2019,"Main Campus, Kensington"
LAWS8085,Term 2 2019,"Main Campus, Kensington"
LAWS8087,Term 2 2019,"Main Campus, Kensington"
LAWS8095,Term 2 2019,"Main Campus, Kensington"
LAWS8105,Term 2 2019,"Main Campus, Kensington"
LAWS8135,Term 2 2019,"Main Campus, Kensington"
LAWS8146,Term 2 2019,"Main Campus, Kensington"
LAWS8164,Term 2 2019,"Main Campus, Kensington"
LAWS8173,Term 2 2019,"Main Campus, Kensington"
LAWS8183,Term 2 2019,"Main Campus, Kensington"
LAWS8193,Term 2 2019,"Main Campus, Kensington"
LAWS8319,Term 2 2019,"Main Campus, Kensington"
LAWS8345,Term 2 2019,"Main Campus, Kensington"
LAWS8348,Term 2 2019,"Main Campus, Kensington"
LAWS8395,Term 2 2019,"Main Campus, Kensington"
LAWS8422,Term 2 2019,"Main Campus, Kensington"
LAWS8423,Term 2 2019,"Main Campus, Kensington"
LAWS8423,Term 2 2019,"Main Campus, Kensington"
LAWS8425,Term 2 2019,"Main Campus, Kensington"
LAWS8980,Term 2 2019,"Main Campus, Kensington"
LAWS9810,Term 2 2019,"Main Campus, Kensington"
LAWS0001,Term 3 2019,"Main Campus, Kensington"
LAWS0002,Term 3 2019,"Main Campus, Kensington"
LAWS0007,Term 3 2019,"Main Campus, Kensington"
LAWS0008,Term 3 2019,"Main Campus, Kensington"
LAWS0009,Term 3 2019,"Main Campus, Kensington"
LAWS1022,Term 3 2019,"Main Campus, Kensington"
LAWS1075,Term 3 2019,"Main Campus, Kensington"
LAWS1123,Term 3 2019,"Main Campus, Kensington"
LAWS1141,Term 3 2019,"Main Campus, Kensington"
LAWS1150,Term 3 2019,"Main Campus, Kensington"
LAWS1160,Term 3 2019,"Main Campus, Kensington"
LAWS1230,Term 3 2019,"Main Campus, Kensington"
LAWS2150,Term 3 2019,"Main Campus, Kensington"
LAWS2276,Term 3 2019,"Main Campus, Kensington"
LAWS2278,Term 3 2019,"Main Campus, Kensington"
LAWS2320,Term 3 2019,"Main Campus, Kensington"
LAWS2326,Term 3 2019,"Main Campus, Kensington"
LAWS2384,Term 3 2019,"Main Campus, Kensington"
LAWS2385,Term 3 2019,"Main Campus, Kensington"
LAWS2520,Term 3 2019,"Main Campus, Kensington"
LAWS2820,Term 3 2019,"Main Campus, Kensington"
LAWS3014,Term 3 2019,"Main Campus, Kensington"
LAWS3018,Term 3 2019,"Main Campus, Kensington"
LAWS3021,Term 3 2019,"Main Campus, Kensington"
LAWS3028,Term 3 2019,"Main Campus, Kensington"
LAWS3060,Term 3 2019,"Main Campus, Kensington"
LAWS3064,Term 3 2019,"Main Campus, Kensington"
LAWS3065,Term 3 2019,"Main Campus, Kensington"
LAWS3074,Term 3 2019,"Main Campus, Kensington"
LAWS3075,Term 3 2019,"Main Campus, Kensington"
LAWS3087,Term 3 2019,"Main Campus, Kensington"
LAWS3133,Term 3 2019,"Main Campus, Kensington"
LAWS3135,Term 3 2019,"Main Campus, Kensington"
LAWS3144,Term 3 2019,"Main Campus, Kensington"
LAWS3150,Term 3 2019,"Main Campus, Kensington"
LAWS3167,Term 3 2019,"Main Campus, Kensington"
LAWS3181,Term 3 2019,"Main Campus, Kensington"
LAWS3183,Term 3 2019,"Main Campus, Kensington"
LAWS3185,Term 3 2019,"Main Campus, Kensington"
LAWS3186,Term 3 2019,"Main Campus, Kensington"
LAWS3192,Term 3 2019,"Main Campus, Kensington"
LAWS3196,Term 3 2019,"Main Campus, Kensington"
LAWS3216,Term 3 2019,"Main Campus, Kensington"
LAWS3240,Term 3 2019,"Main Campus, Kensington"
LAWS3248,Term 3 2019,"Main Campus, Kensington"
LAWS3251,Term 3 2019,"Main Campus, Kensington"
LAWS3276,Term 3 2019,"Main Campus, Kensington"
LAWS3282,Term 3 2019,"Main Campus, Kensington"
LAWS3301,Term 3 2019,"Main Campus, Kensington"
LAWS3303,Term 3 2019,"Main Campus, Kensington"
LAWS3304,Term 3 2019,"Main Campus, Kensington"
LAWS3305,Term 3 2019,"Main Campus, Kensington"
LAWS3309,Term 3 2019,"Main Campus, Kensington"
LAWS3319,Term 3 2019,"Main Campus, Kensington"
LAWS3321,Term 3 2019,"Main Campus, Kensington"
LAWS3326,Term 3 2019,"Main Campus, Kensington"
LAWS3331,Term 3 2019,"Main Campus, Kensington"
LAWS3332,Term 3 2019,"Main Campus, Kensington"
LAWS3351,Term 3 2019,"Main Campus, Kensington"
LAWS3361,Term 3 2019,"Main Campus, Kensington"
LAWS3362,Term 3 2019,"Main Campus, Kensington"
LAWS3368,Term 3 2019,"Main Campus, Kensington"
LAWS3382,Term 3 2019,"Main Campus, Kensington"
LAWS3384,Term 3 2019,"Main Campus, Kensington"
LAWS3392,Term 3 2019,"Main Campus, Kensington"
LAWS3413,Term 3 2019,"Main Campus, Kensington"
LAWS3421,Term 3 2019,"Main Campus, Kensington"
LAWS3423,Term 3 2019,"Main Campus, Kensington"
LAWS3423,Term 3 2019,"Main Campus, Kensington"
LAWS3425,Term 3 2019,"Main Campus, Kensington"
LAWS3434,Term 3 2019,"Main Campus, Kensington"
LAWS3441,Term 3 2019,"Main Campus, Kensington"
LAWS3442,Term 3 2019,"Main Campus, Kensington"
LAWS3513,Term 3 2019,"Main Campus, Kensington"
LAWS3555,Term 3 2019,"Main Campus, Kensington"
LAWS3623,Term 3 2019,"Main Campus, Kensington"
LAWS3758,Term 3 2019,"Main Campus, Kensington"
LAWS3901,Term 3 2019,"Main Campus, Kensington"
LAWS8014,Term 3 2019,"Main Campus, Kensington"
